id,type,experiment,knowledge,difficulty,question,option_a,option_b,option_c,option_d,answer,blank_count,fill_hint,explanation,keywords,source
q254,choice,模块6-循环神经网络,RNN基础,3,以下RNN应用模式对应关系错误的是？,语音识别→序列到序列(同步),图片描述→序列到序列,机器翻译→序列到序列(异步),情感分类→序列到类别,B,,,图片描述（Image Captioning）是类别到序列模式：输入单张图片（类别），输出文字描述（序列）。,"RNN,应用模式,序列到序列",教材
q255,choice,模块6-循环神经网络,RNN基础,3,RNN使用的反向传播算法称为？,BP（反向传播）,BPTT（随时间反向传播）,CD（对比散度）,BPTS（通过空间反向传播）,B,,,BPTT（Backpropagation Through Time）将RNN沿时间步展开后，沿时间方向进行反向传播。,"RNN,BPTT",教材
q256,choice,模块6-循环神经网络,RNN基础,3,基础RNN难以捕捉长期依赖的主要原因是什么？,参数量太少,梯度在长序列传播中消失或爆炸,激活函数选择不当,输入数据维度太大,B,,,当序列较长时，BPTT梯度连乘导致早期时间步梯度趋近于零（梯度消失），无法有效学习长期依赖。,"RNN,长期依赖,梯度消失",教材
q257,choice,模块6-循环神经网络,LSTM,3,LSTM相比基础RNN的核心改进是什么？,使用更深的网络结构,引入门控机制和细胞状态,使用更大的学习率,增加更多的隐藏层神经元,B,,,LSTM引入遗忘门、输入门、输出门和细胞状态$C_t$，有效缓解了RNN的梯度消失问题。,"LSTM,门控机制,细胞状态",教材
q258,choice,模块6-循环神经网络,LSTM,3,LSTM包含哪三个门？,更新门、重置门、输出门,遗忘门、输入门、输出门,遗忘门、更新门、重置门,输入门、输出门、注意力门,B,,,LSTM的三个门为：遗忘门（Forget Gate）控制历史信息保留、输入门（Input Gate）控制新信息写入、输出门（Output Gate）控制输出。,"LSTM,遗忘门,输入门,输出门",教材
q259,choice,模块6-循环神经网络,LSTM,3,LSTM中遗忘门的作用是什么？,控制当前输入写入细胞状态,控制历史信息的保留程度,控制细胞状态的输出,控制隐藏状态的更新方向,B,,,遗忘门$f_t$决定上一时刻细胞状态$C_{t-1}$中有多少信息被保留到当前时刻。,"LSTM,遗忘门",教材
q260,choice,模块6-循环神经网络,LSTM,3,LSTM中输入门的作用是什么？,控制输出给下一层的信息,控制历史信息的遗忘程度,控制新信息写入细胞状态,控制细胞状态的初始化,C,,,输入门$i_t$决定当前候选细胞状态$\tilde{C}_t$中有多少新信息被写入细胞状态。,"LSTM,输入门",教材
q261,choice,模块6-循环神经网络,LSTM,3,LSTM中输出门的作用是什么？,控制细胞状态更新,控制输出信息,控制输入信息,控制遗忘程度,B,,,输出门$o_t$基于当前细胞状态决定输出多少信息到隐藏状态$h_t$。,"LSTM,输出门",教材
q262,choice,模块6-循环神经网络,LSTM,5,当LSTM遗忘门$f_t=1$且输入门$i_t=0$时，细胞状态$C_t$将如何变化？,完全重置为零,直接复制上一时刻的细胞状态$C_{t-1}$,只保留当前输入信息,随机初始化,B,,,当$f_t=1$时完全保留历史信息，$i_t=0$时不写入新信息，因此$C_t = C_{t-1}$，记忆单元直接复制不更新。,"LSTM,遗忘门,输入门,细胞状态",教材
q263,choice,模块6-循环神经网络,GRU,3,关于GRU（门控循环单元），下列说法正确的是？,GRU比LSTM结构更复杂，参数量更多,GRU是LSTM的简化版，参数量更少,GRU与LSTM结构完全相同,GRU不包含任何门控机制,B,,,GRU将LSTM的三个门简化为两个门（更新门和重置门），合并了细胞状态和隐藏状态，参数量更少。,"GRU,LSTM,简化",教材
q264,choice,模块6-循环神经网络,GRU,3,GRU中的更新门对应于LSTM中的哪两个门？,遗忘门和输出门,输入门和遗忘门,输入门和输出门,遗忘门和重置门,B,,,GRU的更新门$z_t$合并了LSTM的输入门和遗忘门的功能，统一控制信息的保留与更新。,"GRU,更新门,LSTM",教材
q265,choice,模块6-循环神经网络,GRU,3,GRU中重置门的作用是什么？,控制输出信息,控制新信息的写入,控制历史信息保留程度,控制学习率衰减,C,,,重置门$r_t$决定在计算候选隐藏状态时，有多少历史信息被保留/忽略。,"GRU,重置门",教材
q266,choice,模块6-循环神经网络,Transformer,3,Transformer的核心机制是什么？,卷积操作,循环连接,自注意力（Self-Attention）,池化操作,C,,,Transformer完全摒弃了RNN的循环结构，核心是自注意力机制，可以并行计算序列中所有位置之间的关系。,"Transformer,自注意力",教材
q267,choice,模块6-循环神经网络,Transformer,5,自注意力的计算公式为？,"$Attention(Q,K,V) = softmax(QK)V$","$Attention(Q,K,V) = softmax(\frac{QK^T}{\sqrt{d_k}})V$","$Attention(Q,K,V) = sigmoid(\frac{QK^T}{d_k})V$","$Attention(Q,K,V) = tanh(QK^T \cdot d_k)V$",B,,,"标准自注意力公式：$Attention(Q,K,V)=softmax(\frac{QK^T}{\sqrt{d_k}})V$，其中$\sqrt{d_k}$为缩放因子。","Transformer,自注意力,公式",教材
q268,choice,模块6-循环神经网络,Transformer,3,自注意力公式中除以$\sqrt{d_k}$的目的是什么？,增大注意力权重,防止softmax饱和，使梯度更稳定,减少计算量,提高模型容量,B,,,当$d_k$较大时，$QK^T$的值会很大，导致softmax输出趋于one-hot分布，梯度接近零。除以$\sqrt{d_k}$可缩放点积，防止饱和。,"Transformer,缩放,softmax",教材
q269,choice,模块6-循环神经网络,Transformer,3,Transformer中位置编码（Positional Encoding）的作用是什么？,加速模型训练,弥补自注意力无法感知序列位置的缺陷,减少模型参数量,防止过拟合,B,,,自注意力机制本身不包含序列位置信息，位置编码为每个位置添加唯一的位置表征，使模型能感知词序。,"Transformer,位置编码",教材
q270,choice,模块6-循环神经网络,Transformer,3,多头注意力（Multi-Head Attention）的优势是什么？,减少计算量,从多个子空间关注不同位置，提取更丰富特征,降低模型参数量,替代位置编码,B,,,多头注意力将Q、K、V投影到多个子空间，每个头关注不同方面的信息，最后拼接融合，增强模型表达能力。,"Transformer,多头注意力",教材
q271,choice,模块6-循环神经网络,Transformer,3,标准Transformer模型中编码器和解码器各由多少层堆叠而成？,编码器4层，解码器4层,编码器6层，解码器6层,编码器8层，解码器8层,编码器12层，解码器12层,B,,,原始Transformer论文中编码器和解码器各由6个相同的层堆叠而成。,"Transformer,编码器,解码器,层数",教材
q272,choice,模块6-循环神经网络,Transformer,3,Transformer编码器每一层的结构包含哪些组件？,仅自注意力层,自注意力→残差&归一化→FFN→残差&归一化,卷积→池化→全连接,RNN→注意力→全连接,B,,,编码器每层：多头自注意力子层（+残差连接+层归一化）→前馈神经网络子层（+残差连接+层归一化）。,"Transformer,编码器,残差,归一化",教材
q273,choice,模块6-循环神经网络,Transformer,5,Transformer解码器包含哪三种注意力/子层？,自注意力、RNN、全连接,掩码自注意力、编解码注意力、FFN,卷积注意力、循环注意力、前馈,全局注意力、局部注意力、池化,B,,,解码器每层：掩码多头自注意力（防止看到未来）→编解码多头注意力（Q来自解码器，K/V来自编码器）→FFN。,"Transformer,解码器,掩码自注意力",教材
q274,choice,模块6-循环神经网络,Transformer,3,Transformer解码器中掩码自注意力的作用是什么？,加速训练,禁止解码器在预测时看到未来位置的信息,增加模型容量,减少过拟合,B,,,解码时第$t$个位置只能关注$t$及之前的位置，掩码将未来位置注意力权重设为负无穷，保证自回归生成。,"Transformer,掩码自注意力,自回归",教材
q275,choice,模块6-循环神经网络,综合判断,1,RNN各时间步的权值是不共享的。,对,错,,,B,,,RNN的核心特征之一就是各时间步权值共享，这样才能处理变长序列并减少参数量。,"RNN,权值共享",教材
q276,choice,模块6-循环神经网络,综合判断,1,LSTM的遗忘门控制输出信息。,对,错,,,B,,,遗忘门控制历史信息的保留程度，输出门才控制输出信息。,"LSTM,遗忘门",教材
q277,choice,模块6-循环神经网络,综合判断,1,GRU比LSTM的参数量更多。,对,错,,,B,,,GRU是LSTM的简化版，将三个门简化为两个门，参数量更少。,"GRU,LSTM,参数量",教材
q278,choice,模块6-循环神经网络,综合判断,1,Transformer自注意力中除以$\sqrt{d_k}$是为了防止softmax饱和。,对,错,,,A,,,缩放点积注意力通过除以$\sqrt{d_k}$防止内积过大导致softmax梯度消失。,"Transformer,缩放,softmax",教材
q279,choice,模块6-循环神经网络,综合判断,1,Transformer的位置编码使用正余弦函数。,对,错,,,A,,,原始Transformer使用正弦和余弦函数生成位置编码，使模型能推广到训练时未见过的序列长度。,"Transformer,位置编码,正余弦",教材
q280,choice,模块6-循环神经网络,综合判断,1,BERT模型由Transformer解码器堆叠而成。,对,错,,,B,,,BERT由Transformer编码器堆叠而成，只使用编码器部分进行双向上下文建模。,"BERT,Transformer,编码器",教材
q281,choice,模块6-循环神经网络,综合判断,1,RNN中梯度沿时间步连乘，容易导致梯度消失。,对,错,,,A,,,BPTT中梯度沿时间步反向传播，连乘效应使早期时间步梯度趋近于零，导致梯度消失。,"RNN,梯度消失,BPTT",教材
q282,choice,模块6-循环神经网络,综合判断,1,LSTM的输入门控制新信息写入细胞状态。,对,错,,,A,,,输入门$i_t$决定候选细胞状态中有多少新信息被写入当前细胞状态。,"LSTM,输入门",教材
q283,choice,模块6-循环神经网络,综合判断,1,Transformer可以并行计算所有位置。,对,错,,,A,,,与RNN的串行不同，自注意力机制可同时计算所有位置之间的注意力，实现并行化。,"Transformer,并行计算",教材
q284,choice,模块6-循环神经网络,综合判断,1,Transformer解码器的掩码自注意力允许看到未来位置的信息。,对,错,,,B,,,掩码自注意力通过将未来位置注意力权重设为负无穷，禁止模型看到未来信息。,"Transformer,掩码自注意力",教材
q285,choice,模块6-循环神经网络,综合判断,1,RNN应用于语音识别属于序列到序列（异步）模式。,对,错,,,B,,,语音识别输入和输出序列长度对齐（逐帧识别），属于序列到序列（同步）模式。,"RNN,语音识别,序列到序列",教材
q286,choice,模块6-循环神经网络,综合判断,1,图片描述（Image Captioning）属于序列到序列模式。,对,错,,,B,,,图片描述输入是单张图片（类别），输出是文字序列，属于类别到序列模式。,"RNN,图片描述,类别到序列",教材
q287,choice,模块6-循环神经网络,综合判断,1,情感分类属于序列到类别模式。,对,错,,,A,,,情感分类输入是文本序列，输出是单一情感标签（类别），属于序列到类别模式。,"RNN,情感分类,序列到类别",教材
q288,choice,模块6-循环神经网络,综合判断,1,多头注意力让模型从单一维度关注序列信息。,对,错,,,B,,,多头注意力将Q/K/V投影到多个子空间，从不同维度关注不同位置的信息。,"Transformer,多头注意力",教材
q289,choice,模块6-循环神经网络,综合判断,1,Transformer编解码注意力中，Query来自编码器输出。,对,错,,,B,,,编解码注意力中Query来自解码器上一层输出，Key和Value来自编码器输出。,"Transformer,编解码注意力",教材
q290,choice,模块6-循环神经网络,综合判断,1,残差连接可以缓解梯度消失问题。,对,错,,,A,,,残差连接为梯度提供了一条直接通路，使深层网络中的梯度能更顺畅地反向传播。,"残差连接,梯度消失",教材
q291,choice,模块6-循环神经网络,综合判断,1,层归一化（Layer Normalization）有助于加快模型收敛。,对,错,,,A,,,层归一化对每个样本的所有特征进行归一化，稳定训练过程，加快收敛速度。,"层归一化,收敛",教材
q292,choice,模块6-循环神经网络,综合判断,1,Transformer中的前馈神经网络FFN是两层全连接加激活函数。,对,错,,,A,,,"FFN子层由两个线性变换和一个ReLU激活函数组成：$FFN(x)=max(0, xW_1+b_1)W_2+b_2$。","Transformer,FFN",教材
q293,choice,模块6-循环神经网络,综合判断,1,LSTM的输出门控制细胞状态的更新。,对,错,,,B,,,输出门控制的是从细胞状态到隐藏状态的输出信息，输入门和遗忘门才控制细胞状态更新。,"LSTM,输出门",教材
q294,choice,模块6-循环神经网络,综合判断,1,教师强制（Teacher Forcing）训练时，解码器输入真实目标序列。,对,错,,,A,,,教师强制训练时，解码器每一步的输入是真实的前一个目标词，而非模型自己预测的词。,"教师强制,解码器",教材
q295,choice,模块6-循环神经网络,综合判断,1,Transformer解码器也包含自注意力层。,对,错,,,A,,,解码器每层包含掩码自注意力层（先）+ 编解码注意力层（后）+ FFN。,"Transformer,解码器,自注意力",教材
q296,choice,模块6-循环神经网络,综合判断,1,自注意力的计算复杂度与序列长度平方成正比。,对,错,,,A,,,自注意力需要计算每对位置之间的注意力权重，复杂度为$O(n^2 \cdot d)$，$n$为序列长度。,"自注意力,计算复杂度",教材
q297,choice,模块6-循环神经网络,综合判断,1,GRU的重置门控制历史信息的保留程度。,对,错,,,A,,,重置门$r_t$决定在计算候选隐藏状态时，历史信息被保留或忽略的程度。,"GRU,重置门",教材
q298,choice,模块6-循环神经网络,综合判断,1,RNN的BPTT算法是沿网络层反向传播的。,对,错,,,B,,,BPTT是沿时间步反向传播，而非沿网络层。它将RNN按时间步展开后沿时间方向计算梯度。,"RNN,BPTT,时间步",教材
q299,fill,模块6-循环神经网络,综合填空,3,RNN专门处理____数据。,,,,,时序序列,1.0,时序序列,RNN的设计初衷就是处理具有时间依赖的序列数据。,"RNN,时序序列",教材
q300,fill,模块6-循环神经网络,综合填空,3,RNN训练中的两大瓶颈：____和____。,,,,,梯度消失||梯度爆炸,2.0,梯度消失/梯度爆炸,RNN通过BPTT训练，梯度沿时间步连乘容易导致梯度消失或梯度爆炸。,"RNN,梯度消失,梯度爆炸",教材
q301,fill,模块6-循环神经网络,综合填空,3,LSTM包含三个门：遗忘门、____、输出门。,,,,,输入门,1.0,输入门,LSTM的遗忘门控制历史信息保留，输入门控制新信息写入，输出门控制输出。,"LSTM,输入门",教材
q302,fill,模块6-循环神经网络,综合填空,3,GRU将LSTM的输入门和遗忘门合并为____。,,,,,更新门,1.0,更新门,GRU的更新门同时承担了LSTM中遗忘门和输入门的功能。,"GRU,更新门",教材
q303,fill,模块6-循环神经网络,综合填空,3,Transformer的核心是____机制。,,,,,自注意力,1.0,自注意力,Transformer完全摒弃RNN循环结构，以自注意力机制为核心。,"Transformer,自注意力",教材
q304,fill,模块6-循环神经网络,综合填空,3,自注意力公式中除以$\sqrt{d_k}$用于____。,,,,,缩放,1.0,缩放,缩放因子$\sqrt{d_k}$防止点积过大导致softmax饱和。,"Transformer,缩放",教材
q305,fill,模块6-循环神经网络,综合填空,3,Transformer使用____编码弥补位置信息缺失。,,,,,位置,1.0,位置,由于自注意力无法感知序列顺序，位置编码为每个位置添加唯一的位置表征。,"Transformer,位置编码",教材
q306,fill,模块6-循环神经网络,综合填空,3,"自注意力公式 $Attention(Q,K,V) =$ ____。",,,,,softmax(QK^T/√d_k)V,1.0,softmax公式,"完整公式：$Attention(Q,K,V)=softmax(\frac{QK^T}{\sqrt{d_k}})V$。","Transformer,自注意力,公式",教材
q307,fill,模块6-循环神经网络,综合填空,3,LSTM的____控制历史信息保留。,,,,,遗忘门,1.0,遗忘门,遗忘门$f_t$决定上一时刻细胞状态$C_{t-1}$中有多少保留到当前时刻。,"LSTM,遗忘门",教材
q308,fill,模块6-循环神经网络,综合填空,3,机器翻译属于____应用模式。,,,,,序列到序列,1.0,序列到序列（异步）,机器翻译输入和输出都是序列且长度不同，属于序列到序列（异步）模式。,"RNN,机器翻译,序列到序列",教材
q309,fill,模块6-循环神经网络,综合填空,3,Transformer编码器共____层。,,,,,6,1.0,6层,原始Transformer论文中编码器由6个相同的层堆叠而成。,"Transformer,编码器",教材
q310,fill,模块6-循环神经网络,综合填空,3,掩码自注意力禁止看到____位置的信息。,,,,,未来,1.0,未来,解码时通过掩码将未来位置注意力权重设为负无穷，保证自回归生成。,"Transformer,掩码,未来",教材
q311,choice,模块7-优化调优与前沿,综合选择,3,过拟合现象的典型表现是什么？,训练集和测试集表现都好,训练集表现好但测试集表现差,训练集和测试集表现都差,训练集表现差但测试集表现好,B,,,过拟合时模型过度记忆训练数据中的噪声和细节，在训练集上表现优异但在未见过的测试集上泛化能力差。,"过拟合,训练集,测试集",教材
q312,choice,模块7-优化调优与前沿,综合选择,3,欠拟合的典型表现是什么？,训练集好测试集差,训练集和测试集表现都差,训练集差测试集好,训练集和测试集都出现过拟合,B,,,欠拟合指模型复杂度不足以捕捉数据规律，训练集和测试集上的表现都差。,"欠拟合,模型复杂度",教材
q313,choice,模块7-优化调优与前沿,综合选择,3,以下哪项不是解决梯度消失/爆炸的常用方法？,使用ReLU激活函数,合理的权重初始化,残差连接,增加学习率,D,,,增加学习率不能解决梯度消失/爆炸，反而可能加剧训练不稳定。常用方法包括ReLU、Xavier/He初始化、残差连接、BatchNorm等。,"梯度消失,梯度爆炸,ReLU,残差连接",教材
q314,choice,模块7-优化调优与前沿,综合选择,3,关于L1/L2正则化，下列说法正确的是？,L1/L2正则化是解决欠拟合的方法,L1/L2正则化通过约束权重大小来防止过拟合,L1正则化不会产生稀疏解,L2正则化一定会使权重为零,B,,,L1（Lasso）和L2（Ridge）正则化通过在损失函数中增加权重惩罚项，约束权重大小，防止过拟合。,"正则化,L1,L2,过拟合",教材
q315,choice,模块7-优化调优与前沿,综合选择,3,自编码器（AutoEncoder）的训练目标是什么？,最大化分类准确率,最小化重构误差,最大化生成图像多样性,最小化模型参数量,B,,,自编码器由编码器将输入压缩到瓶颈层，再经解码器重构，训练目标是最小化输入与重构输出之间的差异。,"自编码器,重构误差",教材
q316,choice,模块7-优化调优与前沿,综合选择,3,GAN（生成对抗网络）由哪两个网络组成？,编码器和解码器,生成器和判别器,RNN和CNN,注意力网络和前馈网络,B,,,GAN由生成器G（Generator）和判别器D（Discriminator）组成，二者通过对抗训练达到纳什均衡。,"GAN,生成器,判别器",教材
q317,choice,模块7-优化调优与前沿,综合选择,3,GAN达到纳什均衡时，判别器输出趋近于多少？,0,0.5,1,无穷大,B,,,纳什均衡时生成器产生的样本与真实样本无法区分，判别器输出概率趋近于0.5（随机猜测）。,"GAN,纳什均衡",教材
q318,choice,模块7-优化调优与前沿,综合选择,3,Q-Learning属于哪种类型的强化学习算法？,同策略（On-Policy）算法,异策略（Off-Policy）算法,基于模型的算法,纯策略梯度算法,B,,,Q-Learning是异策略算法：行为策略用ε-贪婪探索，目标策略为贪婪最优策略，两者不同。,"Q-Learning,异策略",教材
q319,choice,模块7-优化调优与前沿,综合选择,3,Q-Learning的核心载体是什么？,神经网络,Q表,策略函数,价值网络,B,,,Q-Learning维护一张Q表（状态-动作价值表），通过查表来选择动作和更新Q值。,"Q-Learning,Q表",教材
q320,choice,模块7-优化调优与前沿,综合选择,3,ε-贪婪策略在强化学习中的主要作用是什么？,加快收敛速度,平衡探索与利用,减少计算量,防止过拟合,B,,,ε-贪婪策略以概率ε随机选择动作（探索），以概率1-ε选择最优动作（利用），平衡探索与利用。,"ε-贪婪,探索,利用",教材
q321,choice,模块7-优化调优与前沿,综合选择,3,Q值更新公式中TD目标的表达式为？,$R + \gamma \cdot \min Q$,$R + \gamma \cdot \max Q$,$R + \gamma \cdot avg Q$,$R \cdot \gamma + \max Q$,B,,,"TD目标为$R + \gamma \cdot \max_{a'}Q(s',a')$，即当前奖励+折扣后的最大未来Q值。","Q-Learning,TD目标",教材
q322,choice,模块7-优化调优与前沿,综合选择,3,以下哪种激活函数有助于缓解梯度消失问题？,Sigmoid,Tanh,ReLU,Softmax,C,,,ReLU在正区间导数为1，避免了Sigmoid/Tanh的饱和区梯度趋近于零的问题，有效缓解梯度消失。,"ReLU,梯度消失,激活函数",教材
q323,choice,模块7-优化调优与前沿,综合选择,3,Adam优化器的主要特点是什么？,仅使用动量,仅使用自适应学习率,结合动量和自适应学习率,使用固定学习率,C,,,Adam同时结合了Momentum（动量）和RMSprop（自适应学习率），是目前最常用的优化器之一。,"Adam,动量,自适应学习率",教材
q324,choice,模块7-优化调优与前沿,综合选择,3,残差连接（Residual Connection）的核心作用是什么？,增加模型参数量,让信息在前向和反向传播中更顺畅,替代激活函数,减少模型层数,B,,,残差连接通过跳跃连接为梯度提供直接通路，缓解深层网络中的梯度消失，使信息传播更顺畅。,"残差连接,梯度传播",教材
q325,choice,模块7-优化调优与前沿,综合选择,3,以下哪项不是解决过拟合的常用方法？,增加模型复杂度,正则化（L1/L2）,Dropout,数据增强,A,,,增加模型复杂度会加剧过拟合。解决过拟合的方法包括正则化、Dropout、数据增强、早停等。,"过拟合,正则化,Dropout",教材
q326,choice,模块7-优化调优与前沿,综合选择,3,关于强化学习中基于模型与无模型方法，下列说法正确的是？,基于模型的方法不需要环境模型,无模型方法已知环境模型,基于模型指已知环境模型（状态转移和奖励函数）,Q-Learning属于基于模型的方法,C,,,基于模型的方法已知环境动态（状态转移概率和奖励函数），如动态规划；Q-Learning则属于无模型方法。,"强化学习,基于模型,无模型",教材
q327,choice,模块7-优化调优与前沿,综合判断,1,L1/L2正则化是解决欠拟合的主要方法。,对,错,,,B,,,L1/L2正则化通过约束权重来防止过拟合，而非解决欠拟合。解决欠拟合通常需要增加模型复杂度。,"正则化,过拟合,欠拟合",教材
q328,choice,模块7-优化调优与前沿,综合判断,1,GAN中判别器越强越好。,对,错,,,B,,,判别器过强会导致生成器梯度消失，训练不稳定。GAN需要生成器和判别器保持相对平衡。,"GAN,判别器,平衡",教材
q329,choice,模块7-优化调优与前沿,综合判断,1,Q-Learning是同策略（On-Policy）算法。,对,错,,,B,,,Q-Learning是异策略算法，行为策略（ε-贪婪）与目标策略（贪婪最优）不同。,"Q-Learning,异策略",教材
q330,choice,模块7-优化调优与前沿,综合判断,1,自编码器的训练目标是最小化重构误差。,对,错,,,A,,,自编码器通过编码器压缩、解码器重构，目标是最小化输入与重构输出之间的差异。,"自编码器,重构误差",教材
q331,choice,模块7-优化调优与前沿,综合判断,1,过拟合的模型在测试集上表现好。,对,错,,,B,,,过拟合模型在训练集上表现好，但在测试集（未见数据）上表现差，泛化能力不足。,"过拟合,测试集",教材
q332,choice,模块7-优化调优与前沿,综合判断,1,欠拟合通常是因为模型复杂度不足。,对,错,,,A,,,欠拟合的主要原因是模型复杂度不够，无法捕捉数据中的规律，导致训练集和测试集表现都差。,"欠拟合,模型复杂度",教材
q333,choice,模块7-优化调优与前沿,综合判断,1,梯度消失可以使用ReLU激活函数缓解。,对,错,,,A,,,ReLU在正区间导数为常数1，避免了Sigmoid/Tanh在饱和区梯度趋近于零的问题。,"梯度消失,ReLU",教材
q334,choice,模块7-优化调优与前沿,综合判断,1,残差连接是ResNet网络的核心创新。,对,错,,,A,,,ResNet通过残差连接（跳跃连接）解决了深层网络退化问题，是其核心创新。,"残差连接,ResNet",教材
q335,choice,模块7-优化调优与前沿,综合判断,1,正则化通过约束权重来避免过拟合。,对,错,,,A,,,正则化通过在损失函数中增加权重惩罚项，限制权重大小，从而防止过拟合。,"正则化,过拟合",教材
q336,choice,模块7-优化调优与前沿,综合判断,1,学习率调整属于网络结构优化方法。,对,错,,,B,,,学习率调整属于学习策略/超参数优化，而非网络结构优化（如层数、神经元数等）。,"学习率,超参数,网络结构",教材
q337,choice,模块7-优化调优与前沿,综合判断,1,Q-Learning使用ε-贪婪策略来平衡探索与利用。,对,错,,,A,,,ε-贪婪策略以概率ε随机探索，以概率1-ε利用当前最优动作，是Q-Learning最常用的动作选择策略。,"Q-Learning,ε-贪婪,探索,利用",教材
q338,choice,模块7-优化调优与前沿,综合判断,1,GAN中生成器的目标是最大化判别器的错误率。,对,错,,,A,,,生成器试图生成逼真的假样本，使判别器无法区分真假，等价于最大化判别器错误率。,"GAN,生成器,判别器",教材
q339,choice,模块7-优化调优与前沿,综合判断,1,自编码器的瓶颈层维度通常比输入层维度小。,对,错,,,A,,,瓶颈层（Bottleneck）维度通常小于输入，实现数据压缩和特征提取，防止自编码器简单记忆输入。,"自编码器,瓶颈层",教材
q340,choice,模块7-优化调优与前沿,综合判断,1,批归一化（Batch Normalization）有助于加快训练速度。,对,错,,,A,,,BatchNorm通过对每批次数据归一化，减少内部协变量偏移，允许使用更大学习率，加快训练。,"批归一化,BatchNorm",教材
q341,choice,模块7-优化调优与前沿,综合判断,1,强化学习中'基于模型'指已知环境的状态转移和奖励模型。,对,错,,,A,,,基于模型（Model-Based）方法已知环境动态，可利用模型进行规划，如动态规划。,"强化学习,基于模型",教材
q342,choice,模块7-优化调优与前沿,综合判断,1,Adam优化器只使用动量，不使用自适应学习率。,对,错,,,B,,,Adam同时结合了动量（Momentum）和自适应学习率（RMSprop），是两者的结合。,"Adam,动量,自适应学习率",教材
q343,fill,模块7-优化调优与前沿,综合填空,3,过拟合指模型在训练集表现好但在____表现差。,,,,,测试集,1.0,测试集/新数据,过拟合的本质是模型泛化能力不足，在未见过的测试集/新数据上表现差。,"过拟合,测试集",教材
q344,fill,模块7-优化调优与前沿,综合填空,3,自编码器结构包含编码器、____、解码器。,,,,,瓶颈层,1.0,瓶颈层,自编码器由编码器→瓶颈层（低维表示）→解码器组成，瓶颈层实现数据压缩。,"自编码器,瓶颈层",教材
q345,fill,模块7-优化调优与前沿,综合填空,3,GAN包含____和判别器两个网络。,,,,,生成器,1.0,生成器,GAN由生成器G和判别器D组成，二者通过对抗训练不断提升。,"GAN,生成器",教材
q346,fill,模块7-优化调优与前沿,综合填空,3,Q-Learning是____策略算法。,,,,,异,1.0,异策略,Q-Learning行为策略和目标策略不同，属于异策略（Off-Policy）算法。,"Q-Learning,异策略",教材
q347,fill,模块7-优化调优与前沿,综合填空,3,Q-Learning的核心载体是____。,,,,,Q表,1.0,Q表,Q-Learning通过维护Q表来存储和更新状态-动作价值。,"Q-Learning,Q表",教材
q348,fill,模块7-优化调优与前沿,综合填空,3,强化学习中使用____策略平衡探索与利用。,,,,,ε-贪婪,1.0,ε-贪婪,ε-贪婪策略以概率ε随机探索，1-ε概率选择最优动作，有效平衡探索与利用。,"ε-贪婪,探索,利用",教材
q349,fill,模块7-优化调优与前沿,综合填空,3,正则化____和____约束权重大小。,,,,,L1||L2,2.0,L1/L2正则化,L1正则化（Lasso）和L2正则化（Ridge）通过惩罚项约束权重大小，防止过拟合。,"正则化,L1,L2",教材
q350,fill,模块7-优化调优与前沿,综合填空,3,梯度消失可用____激活函数缓解。,,,,,ReLU,1.0,ReLU,ReLU在正区间导数为1，避免了Sigmoid/Tanh的梯度饱和问题，有效缓解梯度消失。,"ReLU,梯度消失",教材
